"","word","sentiment","score"
"1021","буферный","positive",1
"1022","бухать","negative",-1
"1023","бухло","negative",-1
"1024","бухой","negative",-1
"1025","бушевать","negative",-1
"1026","буян","negative",-1
"1027","буянить","negative",-1
"1028","буянство","negative",-1
"1029","бывало и лучше","negative",-1
"1030","бывать и получше","negative",-1
"1031","быдло","negative",-1
"1032","было бы добавить","negative",-1
"1033","было бы здорово","negative",-1
"1034","быстро заканчиваться","negative",-1
"1035","быстротечность","negative",-1
"1036","быстротечный","negative",-1
"1037","бытовое насекомое","negative",-1
"1038","быть в меньшинстве","negative",-1
"1039","быть в порядке","positive",1
"1040","быть задержанным","negative",-1
"1041","быть лишним","negative",-1
"1042","бюджет не позволяет","negative",-1
"1043","бюрократ","negative",-1
"1044","бюрократическая карусель","negative",-1
"1045","бюрократический","negative",-1
"1046","бюрократичный","negative",-1
"1047","бюрократия","negative",-1
"1048","бюрократия","negative",-1
"1049","бюрократия","negative",-1
